i,j
29,1
1,2
3,2
4,2
9,2
13,2
17,2
18,2
20,2
27,2
28,2
30,2
32,2
34,2
35,2
36,2
38,2
41,2
43,2
45,2
29,4
4,5
9,5
13,5
18,5
28,5
32,5
38,5
41,5
4,6
28,6
38,6
42,6
4,7
4,8
29,9
45,9
9,10
13,10
9,11
13,11
28,11
36,11
38,11
43,11
9,12
9,14
13,14
18,14
32,14
35,14
13,15
28,15
45,16
16,17
19,17
37,17
29,20
45,20
3,21
18,21
28,21
32,21
4,22
36,22
38,22
42,22
4,23
4,24
9,25
9,26
38,26
16,28
29,28
45,29
29,30
28,31
32,33
29,36
45,37
29,38
45,38
38,39
38,40
43,44
29,46
45,46
3,47
4,47
9,47
13,47
17,47
18,47
20,47
27,47
28,47
30,47
32,47
34,47
35,47
36,47
38,47
41,47
42,47
43,47
45,47
38,48
28,49
