i,j
7,54
10,54
14,54
15,54
18,54
23,54
24,54
26,54
27,54
45,54
54,54
55,54
60,54
61,54
62,54
63,54
65,54
67,54
69,54
71,54
72,54
73,54
74,54
75,54
1,55
7,55
10,55
18,55
23,55
24,55
26,55
27,55
45,55
60,55
61,55
62,55
63,55
65,55
67,55
71,55
72,55
73,55
74,55
75,55
1,56
5,56
7,56
10,56
13,56
14,56
15,56
17,56
22,56
23,56
24,56
25,56
26,56
27,56
29,56
48,56
52,56
54,56
55,56
56,56
60,56
61,56
62,56
63,56
65,56
67,56
72,56
75,56
2,57
3,57
8,57
9,57
10,57
14,57
15,57
17,57
19,57
20,57
21,57
22,57
24,57
26,57
27,57
34,57
35,57
38,57
42,57
48,57
49,57
51,57
55,57
56,57
61,57
63,57
65,57
72,57
2,58
3,58
8,58
9,58
10,58
11,58
14,58
15,58
17,58
19,58
20,58
21,58
22,58
24,58
26,58
27,58
34,58
35,58
38,58
42,58
48,58
49,58
51,58
52,58
56,58
61,58
63,58
65,58
69,58
71,58
72,58
8,59
9,59
19,59
21,59
32,59
34,59
35,59
40,59
41,59
42,59
49,59
50,59
52,59
56,59
57,59
58,59
18,60
62,60
73,60
74,60
75,60
62,61
73,61
74,61
75,61
75,62
45,63
62,63
72,63
74,63
75,63
2,64
3,64
8,64
9,64
15,64
17,64
20,64
21,64
34,64
35,64
42,64
49,64
56,64
63,64
62,65
72,65
74,65
75,65
2,66
3,66
8,66
9,66
13,66
15,66
20,66
21,66
34,66
44,66
49,66
52,66
56,66
63,66
69,66
70,66
1,67
24,67
25,67
62,67
67,67
73,67
74,67
75,67
8,68
9,68
12,68
19,68
21,68
32,68
34,68
35,68
40,68
41,68
42,68
49,68
50,68
56,68
57,68
58,68
