i,j
1,2
3,2
1,3
1,4
3,4
4,4
5,4
6,4
24,4
1,5
3,5
4,5
5,5
6,5
24,5
1,6
3,6
4,6
5,6
6,6
24,6
1,7
3,7
24,7
1,8
3,8
4,8
5,8
6,8
24,8
1,9
3,9
4,9
5,9
6,9
24,9
1,10
3,10
4,10
5,10
6,10
24,10
1,11
3,11
4,11
5,11
6,11
24,11
1,12
3,12
24,12
1,13
3,13
24,13
1,14
3,14
4,14
5,14
6,14
7,14
24,14
1,15
3,15
4,15
5,15
6,15
7,15
24,15
1,16
3,16
4,16
5,16
6,16
7,16
24,16
1,17
3,17
4,17
5,17
6,17
7,17
24,17
1,18
3,18
4,18
5,18
6,18
7,18
24,18
1,19
3,19
4,19
5,19
6,19
7,19
24,19
1,20
3,20
4,20
5,20
6,20
7,20
24,20
1,21
3,21
4,21
5,21
6,21
7,21
24,21
1,22
3,22
4,22
5,22
6,22
7,22
24,22
1,23
3,23
4,23
5,23
6,23
7,23
24,23
3,25
4,25
5,25
6,25
7,25
3,26
9,26
13,26
8,27
9,27
10,27
11,27
12,27
13,27
14,27
15,27
16,27
17,27
18,27
19,27
20,27
21,27
22,27
23,27
44,27
45,27
8,28
9,28
10,28
11,28
12,28
13,28
14,28
15,28
16,28
17,28
18,28
19,28
20,28
21,28
22,28
23,28
44,28
45,28
8,29
10,29
11,29
12,29
14,29
15,29
16,29
17,29
18,29
19,29
20,29
21,29
22,29
23,29
44,29
45,29
9,30
13,30
9,31
13,31
9,32
13,32
9,33
13,33
9,34
13,34
9,35
13,35
9,36
13,36
9,37
13,37
9,38
13,38
9,39
13,39
9,40
13,40
9,41
13,41
9,42
13,42
9,43
13,43
