i,j
9,1
1,2
3,2
4,2
5,2
9,3
1,4
9,4
1,5
4,5
7,5
11,5
1,6
4,6
7,6
11,6
1,7
4,7
7,7
11,7
4,8
7,8
11,8
9,9
1,10
4,10
1,11
4,11
7,11
11,11
1,12
4,12
7,12
11,12
1,13
4,13
7,13
11,13
1,14
4,14
7,14
11,14
1,15
4,15
7,15
11,15
1,16
4,16
7,16
11,16
1,17
4,17
7,17
11,17
1,18
4,18
7,18
11,18
1,19
4,19
7,19
11,19
1,20
4,20
7,20
11,20
1,21
4,21
7,21
11,21
1,22
4,22
7,22
11,22
4,23
7,23
11,23
4,24
7,24
11,24
4,25
7,25
11,25
4,26
13,26
5,27
6,27
12,27
13,27
14,27
15,27
16,27
17,27
18,27
19,27
20,27
21,27
22,27
5,28
6,28
12,28
13,28
14,28
15,28
16,28
17,28
18,28
19,28
20,28
21,28
22,28
13,29
13,30
13,31
13,32
13,33
13,34
13,35
