i,j
1,2
2,3
2,4
4,4
5,4
2,5
4,5
5,5
2,6
6,6
2,7
4,7
5,7
6,7
2,8
4,8
5,8
2,9
4,9
5,9
2,10
4,10
5,10
2,11
2,12
4,12
5,12
6,12
2,13
2,14
4,14
5,14
6,14
2,15
4,15
5,15
2,16
4,16
5,16
2,17
4,17
5,17
2,18
4,18
5,18
2,19
4,19
5,19
2,20
4,20
5,20
2,21
2,22
8,22
9,22
10,22
11,22
2,23
8,23
9,23
10,23
11,23
2,24
8,24
9,24
10,24
11,24
7,25
8,25
9,25
10,25
11,25
12,25
13,25
14,25
15,25
16,25
17,25
18,25
19,25
20,25
7,26
8,26
9,26
10,26
11,26
12,26
13,26
14,26
15,26
16,26
17,26
18,26
19,26
20,26
7,27
11,27
12,27
13,27
14,27
15,27
16,27
17,27
18,27
19,27
20,27
8,28
9,28
10,28
11,28
8,29
9,29
10,29
11,29
8,30
9,30
10,30
11,30
8,31
9,31
10,31
11,31
8,32
9,32
10,32
11,32
8,33
9,33
10,33
11,33
8,34
9,34
10,34
11,34
8,35
9,35
10,35
11,35
8,36
9,36
10,36
11,36
8,37
9,37
10,37
11,37
8,38
9,38
10,38
11,38
2,39
14,39
