i,j
1,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
13,2
19,2
21,2
22,2
26,2
29,2
30,2
31,2
34,2
37,2
44,2
45,2
53,2
56,2
57,2
58,2
59,2
60,2
61,2
67,2
68,2
20,3
20,4
20,5
20,6
20,7
20,8
10,11
32,11
36,11
52,11
54,11
10,12
32,12
36,12
52,12
54,12
10,13
32,13
36,13
52,13
54,13
10,14
32,14
36,14
52,14
54,14
10,15
32,15
36,15
52,15
54,15
10,16
32,16
36,16
52,16
54,16
10,17
32,17
36,17
52,17
54,17
10,18
32,18
36,18
52,18
54,18
20,21
23,24
23,25
23,26
35,26
23,27
23,28
23,29
33,29
23,30
33,30
23,31
33,31
38,37
25,39
38,39
38,40
27,41
28,41
38,41
2,43
11,43
12,43
14,43
15,43
16,43
17,43
18,43
39,43
40,43
41,43
42,43
46,43
47,43
49,43
50,43
51,43
55,43
63,43
64,43
65,43
66,43
69,43
70,43
71,43
2,48
47,48
49,48
62,48
63,48
73,48
52,50
74,50
52,51
74,51
52,53
54,53
54,55
75,69
24,72
76,77
78,77
79,77
80,77
81,77
82,77
83,77
84,77
85,77
86,77
87,77
88,77
89,77
90,77
