i,j
8,1
9,1
10,1
1,2
8,2
11,2
13,3
17,3
3,4
5,4
7,4
12,4
9,5
13,5
14,5
18,5
20,5
5,6
7,6
18,7
13,8
14,8
17,8
20,9
13,10
17,10
19,10
20,11
13,12
17,12
14,13
15,13
19,13
20,14
15,16
1,21
5,21
7,21
10,21
11,21
16,21
