i,j
1,1
1,2
1,3
1,4
2,5
3,5
4,5
5,5
6,5
2,6
3,6
4,6
5,6
6,6
2,7
3,7
4,7
5,7
6,7
2,8
3,8
4,8
5,8
6,8
2,9
3,9
4,9
5,9
6,9
2,10
3,10
4,10
2,11
3,11
4,11
5,11
6,11
2,12
3,12
4,12
2,13
3,13
4,13
2,14
3,14
4,14
2,15
3,15
4,15
5,15
6,15
2,16
3,16
4,16
5,16
6,16
2,17
3,17
4,17
5,17
6,17
2,18
3,18
4,18
5,18
6,18
4,19
7,20
8,20
9,20
10,20
11,20
12,20
13,20
14,20
15,20
16,20
17,20
18,20
30,20
7,21
10,21
11,21
12,21
13,21
15,21
16,21
17,21
30,21
8,22
9,22
10,22
12,22
13,22
14,22
18,22
8,23
9,23
10,23
12,23
13,23
14,23
18,23
8,24
9,24
10,24
12,24
13,24
14,24
18,24
8,25
9,25
10,25
12,25
13,25
14,25
18,25
8,26
9,26
10,26
12,26
13,26
14,26
18,26
8,27
9,27
10,27
12,27
13,27
14,27
18,27
8,28
9,28
10,28
12,28
13,28
14,28
18,28
8,29
9,29
10,29
12,29
13,29
14,29
18,29
2,31
3,31
4,31
