i,j
1,2
7,2
1,3
7,3
1,4
2,4
5,4
7,4
1,5
2,5
3,5
7,5
1,6
5,6
7,6
15,6
18,6
2,8
7,8
13,8
2,9
3,9
4,9
5,9
6,9
7,9
13,9
15,9
17,9
18,9
37,9
4,10
5,10
7,10
18,10
20,10
37,10
1,11
2,11
3,11
4,11
5,11
1,12
2,12
3,12
4,12
5,12
13,12
15,12
18,12
20,12
37,12
1,13
2,13
3,13
4,13
37,13
1,14
2,14
3,14
13,14
37,14
1,15
2,15
5,15
7,15
13,15
2,16
3,16
4,16
5,16
6,16
7,16
13,16
15,16
20,16
7,17
15,17
18,17
20,17
4,19
15,19
17,19
18,19
20,19
18,20
4,21
17,21
18,21
5,22
7,22
15,22
18,22
20,22
4,23
17,23
18,23
6,24
9,24
10,24
14,24
17,24
19,24
21,24
22,24
27,24
33,24
38,24
9,25
17,25
19,25
21,25
22,25
23,25
24,25
31,25
34,25
38,25
39,25
6,26
9,26
10,26
11,26
15,26
17,26
19,26
20,26
21,26
22,26
23,26
27,26
31,26
33,26
34,26
38,26
17,27
20,27
4,28
5,28
9,28
10,28
15,28
17,28
20,28
21,28
22,28
23,28
27,28
31,28
33,28
38,28
2,29
3,29
4,29
5,29
15,29
37,29
2,30
3,30
4,30
15,30
37,30
5,31
3,32
13,32
18,32
3,33
5,33
18,34
2,35
3,35
4,35
5,35
6,35
8,35
9,35
10,35
11,35
12,35
13,35
14,35
15,35
16,35
17,35
19,35
20,35
21,35
22,35
23,35
26,35
27,35
28,35
29,35
30,35
31,35
32,35
34,35
36,35
37,35
38,35
13,36
37,36
4,37
13,37
18,38
20,38
37,38
3,39
15,39
18,39
20,39
37,39
2,40
3,40
6,40
8,40
9,40
10,40
12,40
14,40
16,40
17,40
18,40
19,40
20,40
21,40
22,40
23,40
24,40
26,40
27,40
28,40
29,40
30,40
31,40
32,40
33,40
34,40
36,40
38,40
39,40
