i,j
5,1
6,1
7,1
8,1
16,1
1,2
9,2
11,2
13,2
14,2
15,2
17,2
18,2
19,2
22,2
23,2
24,2
1,3
9,3
11,3
13,3
14,3
15,3
17,3
18,3
19,3
22,3
23,3
24,3
1,4
9,4
11,4
13,4
14,4
15,4
17,4
18,4
19,4
22,4
23,4
24,4
5,9
6,9
7,9
8,9
14,9
20,9
10,11
12,11
14,11
21,11
25,11
26,11
27,11
28,11
29,11
30,11
31,11
20,12
10,13
12,13
25,13
26,13
27,13
28,13
29,13
5,14
6,14
7,14
8,14
16,14
5,15
6,15
7,15
8,15
10,17
12,17
14,17
21,17
25,17
26,17
27,17
28,17
29,17
30,17
31,17
10,18
12,18
14,18
21,18
25,18
26,18
27,18
28,18
29,18
30,18
31,18
10,19
12,19
14,19
21,19
25,19
26,19
27,19
28,19
29,19
30,19
31,19
30,21
10,22
12,22
25,22
26,22
27,22
28,22
29,22
10,23
12,23
25,23
26,23
27,23
28,23
29,23
10,24
12,24
25,24
26,24
27,24
28,24
29,24
31,30
