i,j
1,2
8,3
9,3
13,3
17,3
3,4
6,4
7,4
3,5
6,5
7,5
3,6
7,6
8,6
9,6
10,6
11,6
12,6
13,7
17,7
13,8
17,8
18,8
14,9
15,9
16,9
9,10
11,10
13,10
17,10
18,10
14,11
15,11
16,11
17,11
2,12
17,13
18,13
19,13
17,14
18,14
2,15
17,15
18,15
19,15
1,17
2,17
19,17
2,18
17,18
19,18
1,19
