i,j
1,2
6,2
1,3
1,4
5,4
6,4
1,5
4,5
6,5
30,5
38,5
6,7
3,9
8,9
30,9
38,9
2,10
4,10
5,10
8,10
21,10
36,10
5,11
8,11
21,11
30,11
38,11
2,12
3,12
4,12
5,12
8,12
30,12
36,12
38,12
2,13
3,13
4,13
5,13
8,13
18,13
21,13
2,14
3,14
4,14
5,14
8,14
30,14
36,14
38,14
2,15
3,15
4,15
5,15
8,15
18,15
30,15
36,15
2,16
3,16
8,16
18,16
21,16
38,16
4,17
5,17
8,17
36,17
38,17
2,18
3,18
4,18
5,18
8,18
30,18
2,19
3,19
4,19
5,19
8,19
18,19
30,19
36,19
38,19
4,20
5,20
8,20
2,21
3,21
5,21
8,21
38,21
2,22
3,22
4,22
5,22
8,22
21,22
30,22
36,22
38,22
10,23
11,23
13,23
15,23
16,23
17,23
18,23
20,23
21,23
34,23
11,24
13,24
14,24
15,24
16,24
19,24
20,24
21,24
22,24
23,24
33,24
2,25
3,25
5,25
10,25
11,25
13,25
14,25
15,25
16,25
17,25
18,25
20,25
21,25
22,25
28,25
33,25
34,25
5,26
10,26
13,26
14,26
18,26
21,26
22,26
25,26
27,26
28,26
33,26
37,26
2,27
4,27
5,27
10,27
13,27
15,27
16,27
17,27
20,27
21,27
22,27
33,27
34,27
2,28
3,28
4,28
5,28
38,28
2,29
3,29
5,29
36,29
38,29
2,30
4,30
5,30
36,30
38,30
2,31
4,31
7,31
9,31
10,31
11,31
12,31
13,31
14,31
15,31
16,31
17,31
18,31
20,31
21,31
22,31
25,31
27,31
28,31
29,31
30,31
32,31
35,31
38,31
2,32
3,32
5,32
30,32
36,32
38,32
4,33
4,34
5,34
5,35
30,35
36,35
5,36
30,36
5,37
18,37
30,37
4,38
2,39
3,39
4,39
5,39
7,39
9,39
10,39
11,39
12,39
13,39
14,39
15,39
16,39
17,39
18,39
19,39
20,39
21,39
22,39
23,39
25,39
29,39
32,39
33,39
34,39
35,39
37,39
