i,j
1,1
10,1
12,1
37,1
1,2
7,2
8,2
9,2
23,2
30,2
36,2
3,4
6,4
7,4
8,4
9,4
13,4
14,4
15,4
16,4
18,4
23,4
26,4
27,4
33,4
3,5
6,5
10,5
12,5
13,5
14,5
16,5
18,5
10,6
12,6
17,6
21,6
22,6
23,6
26,6
27,6
37,6
10,7
12,7
21,7
22,7
23,7
26,7
27,7
37,7
10,8
12,8
10,9
12,9
21,9
22,9
23,9
26,9
27,9
37,9
10,10
12,10
17,10
10,11
12,11
17,11
21,11
22,11
23,11
26,11
27,11
37,11
10,12
12,12
10,13
12,13
26,13
37,13
10,14
26,14
37,14
10,15
12,15
21,15
22,15
23,15
26,15
37,15
10,16
12,16
23,16
26,16
37,16
10,17
12,17
26,17
37,17
10,18
12,18
17,18
22,18
26,18
37,18
10,19
12,19
17,19
21,19
22,19
26,19
27,19
31,19
37,19
10,20
12,20
21,20
22,20
23,20
26,20
27,20
37,20
10,21
12,21
22,21
27,21
37,21
10,22
12,22
17,22
22,22
23,22
26,22
27,22
31,22
37,22
10,23
12,23
17,23
22,23
26,23
27,23
31,23
37,23
10,24
12,24
17,24
18,24
22,24
23,24
26,24
27,24
31,24
37,24
10,25
12,25
21,25
22,25
23,25
37,25
10,26
12,26
22,26
27,26
37,26
10,27
12,27
22,27
23,27
26,27
27,27
37,27
10,28
12,28
17,28
18,28
22,28
23,28
26,28
27,28
37,28
10,29
12,29
12,30
17,30
22,30
27,30
12,31
22,31
37,31
16,32
18,32
26,32
17,33
37,33
17,34
22,34
23,34
26,34
27,34
17,35
21,35
22,35
23,35
26,35
31,35
37,35
22,36
31,36
37,36
22,37
23,37
26,37
37,37
3,38
6,38
7,38
8,38
9,38
10,38
12,38
13,38
14,38
15,38
16,38
17,38
18,38
19,38
20,38
21,38
22,38
23,38
24,38
25,38
26,38
27,38
28,38
30,38
31,38
33,38
34,38
35,38
36,38
37,38
