i,j
78,1
1,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
39,2
40,2
41,2
78,4
78,8
78,12
78,13
65,16
64,23
55,24
65,24
74,24
65,31
34,32
65,33
9,35
14,35
15,35
16,35
20,35
56,35
4,36
6,36
7,36
8,36
9,36
10,36
11,36
12,36
14,36
15,36
20,36
22,36
31,36
41,36
56,36
69,36
20,37
6,38
8,38
9,38
10,38
11,38
12,38
16,38
17,38
20,38
23,38
31,38
56,38
69,38
6,42
8,42
20,42
31,42
33,42
39,42
56,42
69,42
33,43
39,43
41,44
7,45
9,45
10,45
11,45
12,45
16,45
20,45
23,45
31,45
41,45
56,45
7,46
8,46
14,46
15,46
16,46
20,46
41,46
56,46
4,47
7,47
8,47
9,47
10,47
11,47
12,47
14,47
16,47
17,47
20,47
22,47
23,47
27,47
28,47
33,47
41,47
56,47
69,47
71,47
4,48
7,48
8,48
9,48
10,48
11,48
12,48
14,48
15,48
16,48
17,48
20,48
27,48
28,48
30,48
33,48
41,48
56,48
69,48
71,48
4,49
5,49
7,49
8,49
9,49
10,49
11,49
12,49
13,49
14,49
15,49
16,49
17,49
19,49
20,49
22,49
24,49
25,49
26,49
29,49
30,49
31,49
32,49
33,49
34,49
69,49
71,49
73,49
3,50
4,50
5,50
6,50
9,50
10,50
11,50
12,50
13,50
14,50
15,50
16,50
21,50
22,50
23,50
29,50
30,50
31,50
32,50
33,50
39,50
71,50
9,51
33,51
69,51
10,52
11,52
17,52
33,52
56,52
6,53
9,53
10,53
11,53
16,53
17,53
27,53
28,53
30,53
33,53
6,54
7,54
9,54
20,54
56,54
74,56
12,57
56,57
56,58
56,59
7,60
9,60
17,60
7,61
14,61
16,61
8,62
56,63
65,66
15,67
16,68
30,68
69,70
17,72
69,75
22,76
17,77
