i,j
20,1
21,1
22,1
1,2
3,2
4,2
5,2
20,3
21,3
22,3
20,4
21,4
22,4
1,5
20,5
21,5
22,5
20,6
21,6
22,6
1,7
5,7
6,7
1,8
5,8
6,8
9,8
15,8
23,8
24,8
1,9
5,9
6,9
9,9
15,9
23,9
1,10
5,10
6,10
9,10
15,10
23,10
24,10
7,11
26,11
29,11
1,12
5,12
6,12
9,12
15,12
23,12
24,12
7,13
8,13
10,13
12,13
16,13
17,13
25,13
26,13
27,13
28,13
29,13
30,13
31,13
32,13
33,13
34,13
35,13
36,13
37,13
38,13
39,13
1,14
5,14
6,14
1,15
5,15
6,15
9,15
15,15
23,15
1,16
5,16
6,16
9,16
15,16
23,16
24,16
1,17
5,17
6,17
9,17
15,17
23,17
24,17
7,18
14,18
26,18
29,18
7,19
8,19
10,19
12,19
16,19
17,19
25,19
26,19
27,19
28,19
29,19
30,19
31,19
32,19
33,19
34,19
35,19
36,19
37,19
38,19
39,19
20,20
21,20
22,20
20,21
21,21
22,21
20,22
21,22
22,22
1,23
5,23
6,23
9,23
15,23
23,23
1,24
5,24
6,24
1,25
5,25
6,25
9,25
15,25
23,25
1,26
5,26
6,26
9,26
15,26
23,26
1,27
5,27
6,27
9,27
15,27
23,27
1,28
5,28
6,28
1,29
5,29
6,29
1,30
5,30
6,30
9,30
15,30
23,30
24,30
1,31
5,31
6,31
9,31
15,31
23,31
24,31
1,32
5,32
6,32
9,32
15,32
23,32
24,32
1,33
5,33
6,33
9,33
15,33
23,33
24,33
1,34
5,34
6,34
9,34
15,34
23,34
24,34
1,35
5,35
6,35
9,35
15,35
23,35
24,35
1,36
5,36
6,36
9,36
15,36
23,36
24,36
1,37
5,37
6,37
9,37
15,37
23,37
24,37
1,38
5,38
6,38
9,38
15,38
23,38
24,38
1,39
5,39
6,39
9,39
15,39
23,39
24,39
1,40
5,40
5,41
9,41
15,41
23,41
24,41
5,42
9,42
15,42
23,42
24,42
5,43
9,43
15,43
23,43
24,43
5,44
7,44
26,44
29,44
5,45
7,45
14,45
26,45
29,45
7,46
26,46
29,46
7,47
26,47
29,47
7,48
26,48
29,48
7,49
26,49
29,49
7,50
26,50
29,50
7,51
26,51
29,51
7,52
26,52
29,52
7,53
26,53
29,53
7,54
14,54
26,54
29,54
7,55
14,55
26,55
29,55
7,56
14,56
26,56
29,56
7,57
14,57
26,57
29,57
7,58
14,58
26,58
29,58
7,59
14,59
26,59
29,59
14,60
26,60
29,60
14,61
26,61
29,61
