i,j
1,1
1,2
1,3
1,4
2,5
4,5
2,6
4,6
6,6
7,6
2,7
4,7
6,7
7,7
2,8
4,8
5,8
6,8
7,8
2,9
4,9
6,9
7,9
2,10
4,10
6,10
7,10
2,11
4,11
2,12
4,12
5,12
6,12
7,12
2,13
4,13
2,14
4,14
2,15
4,15
5,15
6,15
7,15
2,16
4,16
5,16
6,16
7,16
2,17
4,17
5,17
6,17
7,17
2,18
4,18
5,18
6,18
7,18
2,19
4,19
5,19
6,19
7,19
2,20
4,20
5,20
6,20
7,20
2,21
4,21
9,21
10,21
11,21
14,21
2,22
4,22
9,22
10,22
11,22
14,22
2,23
4,23
9,23
10,23
11,23
14,23
2,24
4,24
9,24
10,24
11,24
14,24
4,25
8,26
9,26
10,26
11,26
12,26
13,26
14,26
15,26
16,26
17,26
8,27
9,27
10,27
11,27
12,27
13,27
14,27
15,27
16,27
17,27
9,28
10,28
11,28
14,28
9,29
10,29
11,29
14,29
9,30
10,30
11,30
14,30
9,31
10,31
11,31
14,31
9,32
10,32
11,32
14,32
9,33
10,33
11,33
14,33
9,34
10,34
11,34
14,34
9,35
10,35
11,35
14,35
9,36
10,36
11,36
14,36
9,37
10,37
11,37
14,37
9,38
10,38
11,38
14,38
9,39
10,39
11,39
14,39
9,40
10,40
11,40
14,40
9,41
10,41
11,41
14,41
