i,j
3,1
4,1
8,1
10,1
1,2
3,3
4,3
8,3
10,3
3,4
4,4
8,4
10,4
3,5
4,5
8,5
10,5
5,6
12,6
13,6
14,6
17,6
7,7
7,8
8,9
3,10
4,10
8,10
10,10
3,11
4,11
8,11
10,11
3,12
4,12
8,12
10,12
3,13
4,13
8,13
10,13
8,14
3,15
4,15
8,15
10,15
8,16
8,17
3,18
4,18
8,18
10,18
3,19
4,19
8,19
10,19
3,20
4,20
8,20
10,20
3,21
4,21
8,21
10,21
3,22
4,22
10,22
1,23
5,23
11,23
12,23
13,23
14,23
15,23
16,23
17,23
18,23
19,23
20,23
21,23
1,24
5,24
11,24
12,24
13,24
14,24
15,24
16,24
17,24
18,24
19,24
20,24
21,24
5,25
12,25
13,25
14,25
17,25
5,26
12,26
13,26
14,26
17,26
5,27
12,27
13,27
14,27
17,27
5,28
12,28
13,28
14,28
17,28
5,29
12,29
13,29
14,29
17,29
5,30
12,30
13,30
14,30
17,30
5,31
12,31
13,31
14,31
17,31
5,32
12,32
13,32
14,32
17,32
5,33
12,33
13,33
14,33
17,33
