i,j
1,2
3,2
4,2
5,2
6,2
7,2
8,2
1,8
9,8
40,8
1,10
6,10
7,10
8,10
9,10
40,10
42,10
1,11
6,11
7,11
8,11
9,11
40,11
42,11
1,12
6,12
7,12
8,12
9,12
25,12
26,12
40,12
42,12
1,13
6,13
7,13
8,13
9,13
10,13
12,13
25,13
26,13
40,13
42,13
1,14
6,14
7,14
8,14
9,14
25,14
26,14
40,14
42,14
14,15
1,16
6,16
7,16
8,16
9,16
10,16
12,16
40,16
42,16
16,17
1,18
6,18
7,18
8,18
9,18
10,18
25,18
26,18
40,18
42,18
1,19
6,19
7,19
8,19
9,19
10,19
25,19
26,19
40,19
42,19
1,20
6,20
7,20
8,20
9,20
40,20
42,20
1,21
6,21
7,21
8,21
9,21
10,21
40,21
42,21
1,22
6,22
7,22
8,22
9,22
10,22
12,22
40,22
42,22
1,23
6,23
7,23
8,23
9,23
10,23
12,23
40,23
42,23
6,24
7,24
8,24
10,24
12,24
1,25
6,25
7,25
8,25
9,25
25,25
26,25
40,25
42,25
1,26
6,26
7,26
8,26
9,26
25,26
26,26
40,26
42,26
1,27
6,27
7,27
8,27
9,27
25,27
26,27
40,27
42,27
1,28
6,28
7,28
8,28
9,28
10,28
25,28
26,28
40,28
42,28
1,29
6,29
7,29
8,29
9,29
25,29
26,29
40,29
42,29
1,30
6,30
7,30
8,30
9,30
10,30
25,30
26,30
40,30
42,30
1,31
6,31
7,31
8,31
9,31
10,31
26,31
40,31
42,31
1,32
6,32
7,32
8,32
9,32
10,32
40,32
42,32
1,33
6,33
7,33
8,33
9,33
10,33
40,33
42,33
1,34
6,34
7,34
8,34
9,34
10,34
40,34
42,34
1,35
6,35
7,35
8,35
9,35
10,35
40,35
42,35
1,36
6,36
7,36
8,36
9,36
10,36
40,36
42,36
1,37
8,37
9,37
40,37
1,38
6,38
7,38
8,38
9,38
40,38
42,38
1,39
6,39
7,39
8,39
9,39
10,39
26,39
40,39
42,39
6,41
7,41
8,41
