i,j
7,1
10,1
13,1
1,2
3,2
4,2
5,2
7,3
10,3
13,3
7,4
10,4
13,4
10,5
13,5
5,6
8,6
7,8
9,8
13,8
12,9
13,9
13,10
10,11
13,12
5,14
9,14
11,14
