i,j
1,2
3,2
4,2
5,2
6,2
7,2
4,6
5,6
11,6
12,6
4,7
5,7
9,7
11,7
12,7
4,8
5,8
9,8
11,8
12,8
4,9
5,9
9,9
11,9
12,9
4,10
5,10
9,10
11,10
12,10
4,12
5,12
9,12
11,12
12,12
4,13
5,13
11,13
12,13
4,14
5,14
11,14
4,15
5,15
11,15
12,15
4,16
5,16
9,16
11,16
12,16
4,17
5,17
9,17
11,17
12,17
4,18
5,18
9,18
11,18
12,18
4,19
5,19
9,19
11,19
12,19
4,20
5,20
9,20
11,20
12,20
4,21
5,21
9,21
11,21
12,21
4,22
5,22
9,22
11,22
12,22
4,23
5,23
9,23
11,23
12,23
4,24
5,24
9,24
11,24
12,24
4,25
5,25
9,25
12,25
4,26
5,26
9,26
12,26
4,27
5,27
7,27
4,28
5,28
7,28
5,29
6,30
8,30
10,30
13,30
14,30
15,30
16,30
17,30
18,30
19,30
20,30
21,30
22,30
23,30
24,30
