i,j
19,1
20,1
34,1
46,1
47,1
1,2
3,2
4,2
10,2
16,2
17,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
34,2
45,2
19,3
20,3
34,3
46,3
47,3
19,4
20,4
34,4
46,4
47,4
1,5
3,5
4,5
10,5
16,5
17,5
21,5
22,5
23,5
24,5
25,5
26,5
27,5
28,5
29,5
30,5
34,5
45,5
1,6
3,6
4,6
10,6
16,6
17,6
21,6
22,6
23,6
24,6
25,6
26,6
27,6
28,6
29,6
30,6
34,6
45,6
1,7
3,7
4,7
10,7
16,7
17,7
21,7
22,7
23,7
24,7
25,7
26,7
27,7
28,7
29,7
30,7
34,7
45,7
1,8
3,8
4,8
10,8
16,8
17,8
21,8
22,8
23,8
24,8
25,8
26,8
27,8
28,8
29,8
30,8
34,8
45,8
1,9
3,9
4,9
10,9
16,9
17,9
21,9
22,9
23,9
24,9
25,9
26,9
27,9
28,9
29,9
30,9
34,9
45,9
47,10
48,10
49,10
50,10
10,11
29,11
30,11
34,11
45,11
10,12
29,12
30,12
34,12
45,12
10,13
29,13
30,13
34,13
45,13
10,14
29,14
30,14
34,14
45,14
10,15
29,15
30,15
34,15
45,15
47,15
19,16
20,16
46,16
47,16
19,17
20,17
46,17
47,17
16,18
17,18
34,18
19,19
20,19
46,19
47,19
48,19
49,19
50,19
19,20
20,20
46,20
47,20
48,20
49,20
50,20
19,21
20,21
46,21
47,21
19,22
20,22
46,22
47,22
19,23
20,23
46,23
47,23
19,24
20,24
46,24
47,24
19,25
20,25
46,25
47,25
19,26
20,26
46,26
47,26
19,27
20,27
46,27
47,27
19,28
20,28
46,28
47,28
19,29
20,29
46,29
47,29
48,29
49,29
50,29
47,30
48,30
49,30
50,30
29,31
30,31
34,31
45,31
29,32
30,32
34,32
45,32
29,33
30,33
34,33
45,33
47,34
48,34
49,34
50,34
29,35
34,35
45,35
29,36
34,36
45,36
34,37
34,38
34,39
34,40
34,41
34,42
45,42
34,43
45,43
34,44
45,44
48,45
49,45
50,45
46,46
47,46
48,46
49,46
50,46
47,47
48,47
49,47
50,47
50,48
50,49
50,50
