i,j
1,1
1,2
1,3
2,4
3,4
4,4
5,4
2,5
3,5
4,5
5,5
2,6
3,6
4,6
5,6
2,7
3,7
4,7
5,7
2,8
3,8
4,8
5,8
2,9
3,9
4,9
5,9
2,10
3,10
4,10
5,10
2,11
3,11
2,12
3,12
4,12
5,12
2,13
3,13
4,13
5,13
2,14
3,14
4,14
5,14
2,15
3,15
4,15
5,15
2,16
3,16
4,16
5,16
2,17
3,17
4,17
5,17
2,18
3,18
4,18
5,18
3,19
3,20
4,20
5,20
3,21
7,21
8,21
11,21
12,21
13,21
3,22
7,22
8,22
11,22
12,22
13,22
6,23
7,23
8,23
9,23
10,23
14,23
15,23
16,23
17,23
18,23
6,24
7,24
8,24
9,24
10,24
14,24
15,24
16,24
17,24
18,24
6,25
9,25
10,25
14,25
15,25
16,25
17,25
18,25
7,26
8,26
7,27
8,27
7,28
8,28
7,29
8,29
7,30
8,30
7,31
8,31
3,32
10,32
11,32
12,32
13,32
