i,j
1,2
4,2
7,2
9,2
15,2
16,2
17,2
18,2
19,2
21,2
22,2
23,2
36,2
37,2
39,2
41,2
42,2
43,2
44,2
46,2
47,2
48,2
50,2
51,2
52,2
53,2
54,2
1,3
7,3
9,3
23,3
37,3
43,3
52,3
4,5
6,5
7,5
9,5
14,5
15,5
16,5
23,5
37,5
42,5
43,5
45,5
46,5
51,5
52,5
54,6
7,8
33,9
54,9
9,10
15,10
23,10
52,10
9,11
15,11
23,11
35,11
36,11
37,11
50,11
51,11
52,11
9,12
14,12
15,12
17,12
23,12
45,12
47,12
51,12
52,12
9,13
15,13
23,13
54,16
54,20
20,21
49,21
54,21
23,24
47,24
23,25
46,25
23,26
36,26
23,27
52,27
23,28
23,29
37,29
23,30
23,31
23,32
43,32
33,34
54,34
33,35
33,36
54,36
33,37
54,37
37,38
39,40
42,40
43,40
50,40
52,40
54,48
54,49
54,52
53,54
1,55
4,55
6,55
7,55
14,55
15,55
16,55
17,55
18,55
19,55
22,55
23,55
35,55
36,55
37,55
39,55
41,55
42,55
43,55
44,55
46,55
48,55
50,55
52,55
53,55
56,55
57,55
