i,j
1,2
8,2
13,2
15,2
18,2
21,2
22,2
23,2
35,2
38,2
3,4
5,4
6,4
8,4
6,7
1,9
8,9
15,9
18,9
21,9
22,9
23,9
35,9
38,9
1,10
8,10
9,10
11,10
13,10
15,10
18,10
21,10
22,10
23,10
24,10
33,10
35,10
36,10
37,10
38,10
2,12
4,12
7,12
8,12
9,12
10,12
11,12
14,12
16,12
18,12
19,12
20,12
23,12
26,12
27,12
28,12
29,12
30,12
31,12
32,12
33,12
34,12
35,12
36,12
38,12
39,12
1,13
15,13
22,13
23,13
1,14
15,14
9,16
11,16
13,16
15,16
18,16
21,16
22,16
23,16
33,16
37,16
38,16
39,16
8,17
15,17
22,17
35,17
37,17
39,17
11,19
13,19
18,19
22,19
23,19
33,19
18,20
21,20
22,20
23,20
8,25
18,25
36,25
37,25
39,25
23,34
