i,j
21,1
1,2
4,2
5,2
6,2
13,2
15,2
16,2
18,2
19,2
20,2
24,2
1,3
4,3
5,3
6,3
13,3
15,3
16,3
18,3
19,3
20,3
24,3
4,5
21,5
24,5
1,7
4,7
5,7
6,7
13,7
15,7
18,7
19,7
24,7
1,8
4,8
5,8
6,8
13,8
15,8
16,8
18,8
19,8
20,8
24,8
1,9
5,9
6,9
13,9
15,9
24,9
4,10
5,10
6,10
16,10
18,10
19,10
20,10
24,10
1,11
4,11
5,11
6,11
15,11
16,11
18,11
19,11
24,11
4,12
5,12
13,12
16,12
18,12
19,12
1,14
4,14
5,14
6,14
13,14
15,14
16,14
18,14
19,14
20,14
24,14
21,16
1,17
4,17
5,17
6,17
13,17
15,17
16,17
18,17
19,17
24,17
4,18
21,18
22,18
21,19
21,20
21,22
21,23
21,24
1,25
5,25
6,25
13,25
15,25
16,25
18,25
19,25
20,25
24,25
1,26
4,27
6,27
15,27
24,27
5,28
6,28
19,28
24,28
21,29
21,30
21,31
5,32
6,32
13,32
15,32
16,32
19,32
24,32
16,33
18,34
21,35
21,36
1,37
4,37
5,37
6,37
13,37
15,37
16,37
18,37
19,37
20,37
22,37
24,37
