i,j
13,1
18,1
1,2
4,2
5,2
6,2
9,2
20,2
22,2
25,2
26,2
1,3
4,3
5,4
17,4
1,5
4,5
10,5
13,5
14,5
16,5
18,5
13,6
17,6
18,6
1,7
4,7
5,7
6,7
15,7
19,7
22,7
26,7
27,7
30,7
31,7
33,7
10,8
14,8
8,9
14,9
14,10
16,10
17,10
10,11
13,11
10,12
13,12
14,12
16,12
17,12
13,13
14,13
13,14
14,14
10,15
14,15
18,15
14,16
16,16
17,17
14,18
1,20
4,20
5,20
6,20
8,20
9,20
11,20
13,20
15,20
19,20
22,20
24,20
25,20
28,20
1,21
4,21
6,21
11,21
12,21
13,21
15,21
19,21
22,21
24,21
30,21
8,22
11,23
12,23
21,23
22,23
29,23
8,24
10,24
16,24
13,25
16,25
18,25
10,26
14,26
18,26
5,27
6,27
8,27
9,27
11,27
13,27
22,27
24,27
28,27
33,27
18,28
1,29
4,29
5,29
10,29
13,29
14,29
14,30
16,30
17,30
13,31
18,31
5,32
6,32
9,32
11,32
12,32
13,32
15,32
19,32
20,32
21,32
22,32
27,32
28,32
29,32
30,32
31,32
14,33
