i,j
11,1
12,1
1,2
3,2
4,2
5,2
11,3
12,3
11,4
12,4
11,5
12,5
1,6
3,6
8,6
10,6
13,6
14,6
15,6
16,6
6,7
17,7
18,7
19,7
20,7
21,7
1,8
3,8
8,8
10,8
13,8
14,8
16,8
1,9
3,9
8,9
10,9
13,9
14,9
15,9
16,9
1,10
3,10
8,10
10,10
13,10
14,10
16,10
11,11
12,11
11,12
12,12
11,13
12,13
3,14
11,14
12,14
1,15
3,15
13,15
14,15
1,16
3,16
8,16
10,16
13,16
14,16
16,16
1,17
3,17
10,17
13,17
14,17
16,17
1,18
3,18
8,18
13,18
14,18
1,19
3,19
8,19
10,19
13,19
14,19
15,19
16,19
1,20
3,20
8,20
13,20
14,20
1,21
3,21
8,21
13,21
14,21
1,22
3,22
8,22
10,22
13,22
14,22
15,22
16,22
1,23
3,23
8,23
10,23
13,23
14,23
15,23
16,23
1,24
3,24
8,24
10,24
13,24
14,24
15,24
16,24
1,25
3,25
8,25
10,25
13,25
14,25
15,25
16,25
1,26
3,26
8,26
10,26
13,26
14,26
15,26
16,26
1,27
3,27
8,27
10,27
13,27
14,27
15,27
16,27
1,28
3,28
8,28
10,28
13,28
14,28
15,28
16,28
1,29
8,29
10,29
14,29
15,29
16,29
1,30
8,30
10,30
14,30
15,30
16,30
1,31
14,31
17,31
18,31
21,31
1,32
14,32
17,32
18,32
21,32
1,33
14,33
17,33
18,33
21,33
3,34
14,34
17,35
18,35
21,35
6,36
17,36
18,36
19,36
20,36
21,36
24,36
17,37
18,37
21,37
17,38
18,38
21,38
17,39
18,39
21,39
17,40
18,40
21,40
17,41
18,41
21,41
17,42
18,42
21,42
17,43
18,43
21,43
17,44
18,44
21,44
17,45
18,45
21,45
17,46
18,46
21,46
17,47
18,47
21,47
17,48
18,48
21,48
17,49
18,49
21,49
17,50
18,50
21,50
17,51
18,51
21,51
17,52
18,52
21,52
17,53
18,53
21,53
17,54
18,54
21,54
17,55
18,55
17,56
18,56
