i,j
1,2
64,2
1,3
4,5
6,5
46,5
54,5
2,7
3,7
6,7
24,7
43,7
54,7
62,7
2,8
6,8
23,8
6,9
2,10
3,10
6,10
16,10
23,10
24,10
43,10
54,10
59,10
6,11
3,12
6,12
16,12
50,12
51,12
1,14
13,14
13,15
13,16
64,16
2,17
3,17
4,17
6,17
14,17
16,17
19,17
22,17
23,17
24,17
28,17
29,17
36,17
40,17
42,17
43,17
46,17
47,17
49,17
50,17
51,17
53,17
54,17
57,17
58,17
60,17
62,17
64,17
6,18
16,18
2,20
3,20
6,20
23,20
49,20
51,20
54,20
62,20
2,21
13,23
15,23
22,23
56,23
64,23
3,25
24,25
3,26
6,26
16,26
24,26
43,26
24,27
3,30
6,30
16,30
6,31
36,31
6,32
19,33
24,33
62,33
2,34
3,34
60,34
1,35
15,35
22,35
56,35
60,35
15,36
22,36
56,36
64,36
24,37
24,38
24,39
40,41
42,41
40,44
42,44
23,45
43,45
3,48
64,49
15,52
15,53
64,53
53,55
62,55
60,61
64,62
62,63
2,65
3,65
4,65
14,65
16,65
19,65
23,65
28,65
29,65
35,65
36,65
40,65
42,65
43,65
46,65
47,65
49,65
50,65
51,65
53,65
57,65
58,65
59,65
60,65
62,65
64,65
66,65
67,65
