i,j
19,1
21,1
23,1
1,2
28,2
32,2
33,2
36,2
1,3
14,3
18,3
21,3
22,3
24,3
25,3
28,3
29,3
32,3
33,3
34,3
36,3
1,4
14,4
18,4
20,4
21,4
22,4
28,4
29,4
32,4
33,4
34,4
36,4
1,5
14,5
18,5
21,5
22,5
28,5
29,5
32,5
33,5
34,5
36,5
1,6
14,6
18,6
20,6
21,6
22,6
28,6
29,6
32,6
33,6
34,6
36,6
1,7
14,7
18,7
21,7
22,7
28,7
29,7
32,7
33,7
34,7
36,7
1,8
14,8
20,8
21,8
22,8
28,8
29,8
32,8
33,8
34,8
36,8
1,9
14,9
21,9
22,9
28,9
29,9
32,9
33,9
36,9
1,10
14,10
18,10
21,10
28,10
29,10
32,10
33,10
34,10
36,10
1,11
14,11
18,11
20,11
21,11
22,11
28,11
29,11
32,11
33,11
36,11
1,12
21,12
28,12
29,12
32,12
33,12
36,12
1,13
14,13
18,13
25,13
28,13
29,13
33,13
36,13
23,14
1,15
14,15
18,15
20,15
21,15
22,15
28,15
29,15
32,15
33,15
34,15
36,15
14,16
18,16
14,17
22,17
28,17
29,17
33,17
14,18
21,18
23,18
19,20
19,21
21,21
23,21
19,22
21,22
19,23
21,25
23,25
21,26
28,26
33,26
21,27
28,27
21,28
23,28
21,29
23,29
21,30
21,31
23,32
23,34
28,35
29,35
23,36
23,37
23,38
23,39
23,40
23,41
23,42
23,43
23,44
1,45
14,45
18,45
20,45
21,45
22,45
24,45
25,45
28,45
29,45
32,45
33,45
34,45
36,45
