i,j
61,1
1,2
8,2
16,2
23,2
27,2
31,2
47,2
1,3
4,5
11,5
19,5
23,5
38,5
40,5
46,5
4,6
4,7
16,7
23,7
27,7
40,7
47,7
4,9
8,9
11,9
16,9
17,9
18,9
19,9
23,9
27,9
30,9
31,9
32,9
36,9
37,9
38,9
42,9
46,9
47,9
54,9
55,9
61,9
1,11
10,11
39,11
1,12
8,12
31,12
4,13
18,13
27,13
32,13
40,13
4,14
11,14
23,14
27,14
31,14
37,14
40,14
8,15
11,15
30,15
31,15
32,15
40,15
43,15
47,15
10,16
39,16
61,17
29,18
39,19
11,20
11,21
23,21
27,21
11,22
23,24
40,24
11,25
23,25
23,26
30,26
31,26
16,28
27,28
29,30
29,31
63,32
11,33
27,33
32,33
32,34
32,35
29,36
61,39
40,41
61,43
31,44
31,45
58,45
47,48
47,49
11,50
40,50
11,51
32,51
27,52
32,52
27,53
39,56
57,56
63,56
61,57
61,58
31,59
47,60
61,62
63,63
63,64
63,65
1,66
4,66
8,66
11,66
16,66
17,66
18,66
19,66
23,66
27,66
30,66
31,66
32,66
36,66
37,66
38,66
40,66
42,66
43,66
46,66
55,66
58,66
61,66
62,66
63,66
64,66
65,66
67,66
68,66
69,66
