i,j
70,1
1,2
9,2
27,2
1,4
3,4
5,4
6,4
7,4
8,4
9,4
10,4
11,4
12,4
13,4
14,4
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
30,4
70,6
70,7
70,8
70,9
70,10
70,12
12,13
60,13
62,13
70,13
37,14
53,14
58,14
60,14
70,14
70,17
70,18
70,20
70,22
70,25
70,26
70,28
70,30
1,31
3,31
7,31
8,31
9,31
10,31
11,31
12,31
18,31
22,31
26,31
27,31
28,31
29,31
30,31
35,31
54,31
1,32
3,32
7,32
22,32
29,32
35,32
54,32
3,33
7,33
22,33
29,33
30,33
3,34
35,36
1,38
3,38
7,38
8,38
9,38
11,38
12,38
13,38
14,38
16,38
17,38
18,38
19,38
20,38
21,38
26,38
27,38
28,38
29,38
30,38
35,38
54,38
58,38
70,38
9,39
12,39
14,39
7,40
9,40
22,40
26,40
29,40
35,40
1,41
7,41
54,41
3,42
7,42
12,42
16,42
18,42
19,42
20,42
22,42
26,42
28,42
30,42
35,42
54,42
1,43
3,43
8,43
18,43
26,43
27,43
29,43
30,43
54,43
3,44
35,45
9,46
7,47
9,47
20,47
22,47
30,47
1,48
7,48
7,49
13,49
22,49
22,50
22,51
23,52
11,55
12,55
54,55
54,56
18,57
26,57
54,57
70,58
58,59
1,61
20,61
26,61
22,63
54,63
22,64
22,65
22,66
22,67
12,68
13,69
70,70
