i,j
1,2
1,3
2,3
5,3
14,3
1,4
2,4
5,4
9,5
5,6
15,6
5,7
3,8
4,8
5,8
6,8
7,8
9,8
10,8
11,8
13,8
9,10
12,10
9,11
15,11
12,13
15,13
