i,j
1,1
2,1
3,1
1,2
2,2
3,2
1,3
2,3
3,3
1,4
2,4
3,4
1,5
2,5
3,5
1,6
2,6
3,6
1,7
2,7
3,7
1,8
2,8
3,8
1,9
2,9
3,9
4,9
4,10
5,10
7,10
9,10
4,11
5,11
7,11
9,11
11,11
12,11
13,11
4,12
5,12
7,12
9,12
11,12
12,12
13,12
4,13
5,13
7,13
9,13
11,13
12,13
13,13
4,14
5,14
7,14
9,14
10,14
11,14
12,14
13,14
4,15
5,15
7,15
9,15
11,15
12,15
13,15
4,16
5,16
7,16
9,16
4,17
5,17
7,17
9,17
4,18
5,18
7,18
9,18
10,18
11,18
12,18
13,18
4,19
5,19
7,19
9,19
4,20
5,20
7,20
9,20
10,20
11,20
12,20
13,20
4,21
5,21
7,21
9,21
10,21
11,21
12,21
13,21
4,22
5,22
7,22
9,22
10,22
11,22
12,22
13,22
4,23
7,23
9,23
10,23
11,23
12,23
13,23
4,24
5,24
7,24
9,24
10,24
11,24
12,24
13,24
4,25
5,25
7,25
9,25
10,25
11,25
12,25
13,25
4,26
5,26
7,26
9,26
10,26
11,26
12,26
13,26
4,27
5,27
7,27
9,27
10,27
11,27
12,27
13,27
5,28
6,28
7,28
9,28
15,28
16,28
17,28
19,28
5,29
6,29
9,29
15,29
16,29
17,29
19,29
9,30
14,31
15,31
16,31
17,31
18,31
19,31
20,31
21,31
22,31
23,31
24,31
25,31
26,31
27,31
15,32
16,32
17,32
19,32
15,33
16,33
17,33
19,33
15,34
16,34
17,34
19,34
15,35
16,35
17,35
19,35
15,36
16,36
17,36
19,36
15,37
16,37
17,37
19,37
15,38
16,38
17,38
19,38
15,39
16,39
17,39
19,39
15,40
16,40
17,40
19,40
15,41
16,41
17,41
19,41
15,42
16,42
17,42
19,42
15,43
16,43
17,43
19,43
15,44
16,44
17,44
19,44
15,45
16,45
17,45
19,45
15,46
16,46
17,46
19,46
15,47
16,47
17,47
19,47
15,48
16,48
17,48
19,48
5,49
