i,j
1,2
16,2
23,2
27,2
28,2
31,2
34,2
38,2
64,2
1,3
27,3
28,3
38,3
44,3
54,3
1,4
1,5
7,5
16,5
31,5
1,6
31,6
7,8
28,8
38,8
1,9
7,9
23,9
38,9
40,9
44,9
57,9
62,9
1,10
7,10
16,10
23,10
26,10
27,10
28,10
30,10
31,10
35,10
36,10
38,10
39,10
40,10
44,10
49,10
54,10
55,10
56,10
57,10
58,10
59,10
60,10
61,10
62,10
64,10
1,11
23,11
28,11
31,11
38,11
44,11
1,12
7,12
23,12
27,12
28,12
31,12
36,12
44,12
55,12
57,12
58,12
59,12
61,12
62,12
1,13
7,13
16,13
23,13
27,13
28,13
38,13
44,13
57,13
62,13
1,14
16,14
23,14
26,14
27,14
28,14
30,14
31,14
35,14
38,14
40,14
44,14
54,14
55,14
57,14
58,14
62,14
64,14
7,15
31,15
16,17
16,18
16,19
16,20
28,20
40,20
16,21
23,21
27,21
28,21
38,21
44,21
54,21
58,21
62,21
16,22
23,22
23,24
27,24
28,24
31,24
38,24
50,24
58,24
62,24
23,25
28,29
31,32
16,33
28,33
31,33
38,33
37,38
57,40
65,40
38,41
38,42
38,43
27,45
27,46
31,46
28,47
31,47
28,48
38,51
61,51
38,52
38,53
62,63
7,66
16,66
23,66
26,66
27,66
28,66
30,66
31,66
34,66
35,66
36,66
37,66
38,66
39,66
40,66
44,66
49,66
50,66
54,66
55,66
56,66
58,66
59,66
60,66
61,66
62,66
64,66
67,66
68,66
69,66
