i,j
1,1
9,1
11,1
18,1
1,2
7,2
8,2
19,2
21,2
3,4
6,4
7,4
8,4
12,4
21,4
23,4
26,4
27,4
29,4
3,5
6,5
9,5
11,5
26,5
27,5
29,5
9,6
11,6
13,6
15,6
23,6
9,7
11,7
15,7
18,7
21,7
23,7
9,8
11,8
15,8
18,8
21,8
23,8
9,9
11,9
13,9
9,10
11,10
13,10
15,10
18,10
21,10
23,10
9,11
11,11
9,12
11,12
15,12
18,12
21,12
9,13
11,13
18,13
9,14
11,14
15,14
18,14
21,14
23,14
9,15
11,15
13,15
15,15
18,15
21,15
23,15
9,16
11,16
13,16
15,16
17,16
18,16
20,16
21,16
23,16
29,16
9,17
11,17
13,17
15,17
21,17
23,17
9,18
11,18
13,18
15,18
18,18
21,18
11,19
13,19
15,19
23,19
9,20
11,20
15,20
18,20
21,20
23,20
9,21
11,21
13,21
15,21
17,21
18,21
20,21
23,21
9,22
11,22
15,22
18,22
9,23
11,23
15,23
18,23
21,23
23,23
9,24
11,24
13,24
15,24
17,24
18,24
20,24
21,24
23,24
29,24
9,25
11,25
9,26
18,26
9,27
11,27
18,27
27,28
29,28
9,29
11,29
13,29
15,29
15,30
21,30
13,31
15,31
23,31
15,32
18,32
20,32
3,33
6,33
7,33
8,33
9,33
11,33
12,33
13,33
14,33
15,33
16,33
17,33
18,33
19,33
20,33
21,33
22,33
23,33
24,33
26,33
27,33
29,33
30,33
31,33
32,33
