i,j
29,1
1,2
17,2
18,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
31,2
1,3
15,3
25,3
26,3
27,3
31,3
33,3
1,4
15,4
18,4
23,4
24,4
25,4
26,4
31,4
1,5
15,5
18,5
21,5
22,5
23,5
24,5
25,5
26,5
27,5
31,5
1,6
15,6
17,6
18,6
22,6
23,6
24,6
25,6
26,6
27,6
31,6
1,7
15,7
18,7
21,7
22,7
23,7
24,7
25,7
26,7
27,7
31,7
1,8
15,8
18,8
23,8
24,8
25,8
1,9
15,9
17,9
18,9
21,9
22,9
23,9
24,9
25,9
26,9
27,9
31,9
1,10
15,10
17,10
18,10
22,10
23,10
24,10
25,10
26,10
27,10
31,10
1,11
15,11
18,11
22,11
23,11
24,11
25,11
26,11
27,11
31,11
1,12
15,12
18,12
22,12
23,12
24,12
25,12
26,12
27,12
31,12
1,13
18,13
22,13
23,13
25,13
26,13
1,14
21,14
15,16
23,16
29,17
26,18
29,18
18,19
18,20
22,20
29,23
29,24
29,25
23,26
29,26
18,28
24,28
25,28
27,28
29,30
29,31
18,32
26,32
31,32
29,33
29,34
29,35
29,36
1,37
15,37
17,37
18,37
21,37
22,37
23,37
24,37
25,37
26,37
27,37
31,37
33,37
38,37
