i,j
21,1
57,1
1,2
3,2
5,2
6,2
7,2
8,2
22,2
23,2
54,2
21,3
43,3
57,3
1,4
2,4
3,4
5,4
6,4
7,4
8,4
22,4
23,4
24,4
25,4
54,4
21,5
43,5
57,5
21,6
43,6
57,6
21,7
43,7
57,7
21,8
43,8
57,8
4,10
9,10
11,10
17,10
18,10
26,10
30,10
31,10
32,10
45,10
4,12
9,12
11,12
17,12
18,12
26,12
30,12
31,12
32,12
45,12
4,13
9,13
11,13
17,13
18,13
26,13
30,13
31,13
32,13
45,13
4,14
9,14
11,14
17,14
18,14
26,14
30,14
31,14
32,14
45,14
4,15
9,15
11,15
17,15
18,15
26,15
30,15
31,15
32,15
45,15
16,17
56,17
16,18
56,18
4,19
32,19
52,19
4,20
32,20
52,20
21,22
57,22
21,23
57,23
21,24
57,24
21,25
57,25
43,26
26,27
54,27
26,28
54,28
26,29
54,29
31,30
42,30
43,30
31,32
35,32
36,32
37,32
42,32
43,32
31,33
31,34
31,35
31,36
31,37
27,38
28,38
29,38
31,38
47,38
48,38
49,38
27,39
28,39
29,39
31,39
47,39
48,39
49,39
27,40
28,40
29,40
31,40
47,40
48,40
49,40
27,41
28,41
29,41
31,41
47,41
48,41
49,41
43,44
43,45
43,46
35,47
36,47
37,47
43,47
48,47
49,47
35,48
36,48
37,48
43,48
35,49
36,49
37,49
43,49
43,50
44,51
52,53
33,54
55,54
33,55
