i,j
11,1
1,2
3,2
4,2
5,2
6,2
11,3
11,4
1,5
11,5
1,6
5,6
7,6
13,6
15,6
1,8
5,8
7,8
13,8
15,8
1,9
5,9
7,9
13,9
15,9
6,10
8,10
9,10
16,10
17,10
18,10
19,10
20,10
21,10
22,10
23,10
24,10
25,10
26,10
27,10
11,11
1,12
5,12
1,13
5,13
7,13
13,13
15,13
1,14
5,14
7,14
13,14
15,14
1,15
5,15
7,15
13,15
15,15
1,16
5,16
7,16
13,16
15,16
1,17
5,17
7,17
13,17
15,17
1,18
5,18
7,18
13,18
15,18
1,19
5,19
1,20
5,20
1,21
5,21
7,21
13,21
15,21
1,22
5,22
7,22
13,22
15,22
1,23
5,23
7,23
13,23
15,23
1,24
5,24
7,24
13,24
15,24
1,25
5,25
7,25
13,25
15,25
1,26
5,26
7,26
13,26
15,26
1,27
5,27
7,27
13,27
15,27
5,28
7,28
13,28
15,28
5,29
17,29
20,29
5,30
17,30
20,30
5,31
17,31
20,31
5,32
17,32
20,32
6,33
8,33
9,33
16,33
17,33
18,33
19,33
20,33
21,33
22,33
23,33
24,33
25,33
26,33
27,33
17,34
20,34
17,35
20,35
17,36
20,36
17,37
20,37
17,38
20,38
17,39
20,39
17,40
20,40
17,41
20,41
17,42
20,42
17,43
20,43
17,44
20,44
