i,j
9,1
10,1
16,1
17,1
1,2
9,2
10,3
12,3
13,3
14,3
16,3
17,3
19,3
3,4
5,4
7,4
8,4
9,4
17,4
10,5
15,5
16,5
5,6
8,6
9,6
17,6
17,9
19,9
10,11
12,11
19,11
17,16
19,16
19,17
17,18
3,20
5,20
7,20
8,20
9,20
17,20
