i,j
3,1
5,1
6,1
7,1
8,1
12,1
13,1
14,1
15,1
16,1
45,1
47,1
1,2
3,2
5,2
6,2
7,2
8,2
12,2
13,2
14,2
15,2
16,2
20,2
22,2
23,2
25,2
43,2
45,2
47,2
7,3
8,3
9,3
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,3
28,3
29,3
30,3
31,3
35,3
37,3
41,3
47,3
50,3
59,3
61,3
62,3
65,3
68,3
78,3
1,4
3,4
5,4
6,4
7,4
8,4
12,4
13,4
14,4
15,4
16,4
20,4
22,4
23,4
25,4
43,4
45,4
47,4
7,5
8,5
9,5
12,5
13,5
14,5
15,5
16,5
17,5
18,5
19,5
20,5
21,5
22,5
23,5
24,5
25,5
28,5
29,5
30,5
31,5
32,5
33,5
34,5
35,5
37,5
41,5
47,5
50,5
58,5
59,5
61,5
62,5
68,5
7,6
8,6
9,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,6
22,6
23,6
24,6
25,6
28,6
29,6
30,6
31,6
33,6
35,6
37,6
41,6
47,6
50,6
61,6
62,6
67,6
68,6
9,7
12,7
13,7
17,7
18,7
19,7
20,7
21,7
22,7
23,7
24,7
25,7
28,7
30,7
31,7
36,7
39,7
40,7
50,7
53,7
54,7
55,7
59,7
62,7
68,7
77,7
9,8
12,8
13,8
17,8
18,8
19,8
20,8
21,8
22,8
23,8
24,8
25,8
28,8
29,8
30,8
31,8
32,8
33,8
34,8
35,8
36,8
39,8
40,8
41,8
53,8
59,8
61,8
62,8
65,8
68,8
73,8
74,8
76,8
77,8
78,8
8,9
12,9
13,9
36,9
38,9
39,9
53,9
55,9
59,9
70,9
74,9
78,9
8,10
9,10
12,10
13,10
14,10
15,10
16,10
17,10
19,10
20,10
22,10
23,10
25,10
28,10
30,10
31,10
34,10
47,10
62,10
8,11
9,11
12,11
13,11
14,11
16,11
17,11
20,11
22,11
23,11
25,11
28,11
31,11
34,11
60,11
62,11
12,12
13,12
18,12
19,12
20,12
22,12
23,12
25,12
28,12
30,12
31,12
35,12
36,12
37,12
38,12
39,12
40,12
41,12
55,12
59,12
61,12
62,12
66,12
67,12
68,12
70,12
73,12
74,12
76,12
77,12
78,12
9,13
12,13
