i,j
1,2
7,2
8,2
10,2
11,2
21,2
3,4
14,4
16,4
5,6
7,6
8,6
9,6
13,6
18,6
19,6
20,6
1,7
8,7
21,7
1,9
8,9
21,9
1,11
8,11
10,11
21,11
10,12
21,12
14,15
16,15
3,17
16,17
2,23
4,23
6,23
9,23
15,23
17,23
22,23
24,23
3,24
